cluster_id
13149
13158
13177
13200
13206
13207
13211
13214
13216
13217
13218
13223
13235
13245
13261
13265
13266
13268
13291
13296
13310
13330
13334
13339
13354
13360
13362
13363
13379
13389
13393
13428
13438
13477
13497
13504
13510
13520
13536
13541
13545
13547
13549
13618
13621
13623
13624
13635
13641
13654
13678
13681
13685
13706
13774
13778
13801
13804
13851
13863
13894
13998
14048
14058
14098
14113
14114
14196
14287
14289
14301
14304
14305
14310
14317
14345
14380
14385
14744
14759
14765
14808
14833
14838
14839
14887
14893
14923
14928
14929
14931
14932
14934
14936
14961
14968
15018
15042
15085
15088
15114
15143
15250
15375
15443
15444
15470
15477
15478
15491
15498
15520
15533
15559
15583
15605
15646
15692
15705
15725
15728
15796
15810
15811
15820
15821
15822
15853
15918
15927
15954
15964
15974
15976
15980
15981
15986
15988
15989
15992
15994
16010
16016
16017
16024
16026
16027
16049
16052
16056
16074
16080
16088
16109
16110
16112
16164
16171
16174
16176
16201
16205
16206
16207
16208
16214
16221
16222
16224
16263
16265
16266
16269
16356
16384
16391
16495
16528
16531
16532
16580
16587
16589
16601
16617
16643
16659
16802
16819
16851
16854
16856
16870
16892
16912
16965
17043
17044
17046
17076
17077
17082
17085
17086
17088
17092
17093
17136
17137
17150
17164
17166
17167
17168
17170
17172
17210
17211
17215
17216
17227
17229
17249
17285
17286
17289
17290
17292
17304
17305
17339
17400
17408
17409
17413
17417
17421
17429
17442
17444
17448
17449
17462
17464
17479
17485
17488
17489
17490
17491
17492
17493
17494
17495
17497
17498
17515
17617
17620
17667
18023
18045
18251
18256
18280
18571
19576
19808
19815
19836
20703
20711
20733
20742
20925
21097
21103
21127
21130
21133
21481
21702
22001
22037
22209
22220
22755
22784
22978
23162
23925
24347
24429
24804
25343
25347
25895
26317
26466
26480
26628
27006
27204
27250
27565
27579
28408
28451
28763
28769
28786
28954
29318
29927
30579
30773
30783
31286
31532
31962
31968
32118
32171
33421
33788
34448
34852
35241
35243
35399
35986
36014
36868
37048
37053
37054
37443
37745
37859
38070
38586
38607
38619
39528
39535
39695
39696
40180
40364
40376
40562
40783
41415
41475
41542
42262
42591
43255
43281
43314
44622
45550
45559
45944
47621
47636
47639
47917
47928
47933
48262
48266
48270
48707
48731
48747
52496
52897
65035
65786
65894
70237
70246
70406
70717
70754
70770
70783
71033
71109
71486
71560
71853
71979
72049
72414
72418
72439
72442
72498
72560
72597
72616
72619
72626
72627
72650
72672
72673
72697
72708
72758
72795
72800
72809
72886
72923
72925
72957
72980
72982
73021
73025
73064
73066
73108
73140
73153
73176
73177
73208
73219
73228
73318
73349
73407
73478
73515
73519
73551
73569
73574
73634
73818
73821
73864
73932
73974
74066
74070
74115
74137
74176
74222
74230
74233
74253
74267
74330
74346
74350
74356
74361
74378
74398
74411
74434
74445
74484
74494
74496
74497
74518
74524
74530
74544
74577
74590
74591
74596
74610
74635
74649
74662
74814
74822
74826
74829
74860
74865
74866
74982
74992
74998
74999
75001
75002
75067
75095
75240
75248
75253
75405
75443
75455
75481
75483
75490
75507
75511
75512
75538
75540
75541
75542
75545
75661
75668
75774
75794
75838
75868
75889
75902
75949
75962
76012
76046
76058
76097
76182
76246
76247
76259
76272
76308
76330
76334
76351
76412
76446
76478
76521
76552
76573
76592
76650
76670
76770
76786
76828
76878
76887
76896
77052
77089
77123
77156
77168
77199
77234
77248
77279
77313
77374
77401
77563
77573
77583
77617
77728
77893
78092
84990
84993
85056
85087
85088
85122
85125
85135
85157
85164
85165
85205
85210
85231
85234
85242
85246
85248
85256
85258
85260
85261
85265
85269
85274
85276
85282
85300
85369
85374
85396
85414
85467
85508
85538
85578
85648
85742
85745
85816
85819
85825
85889
85931
85941
85963
85970
85992
86021
86043
86196
86241
86246
86276
86306
86328
86343
86349
86374
86386
86391
86508
86543
87722
94894
87752
87753
87835
87848
87872
87873
87967
88002
88006
88027
88049
88158
88281
88285
88289
88291
88399
88404
88417
88450
88457
88490
88496
88508
88576
88579
88617
88634
88673
88688
88782
88850
88854
88905
88937
88966
88970
89028
89053
89101
89123
89140
89156
89172
89173
89174
89254
89342
89410
89445
89449
